,,,,,,,,,,,,,,,,,,,,,,
31_Player_77,31,77,1,5,,,Argument?,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},{{omit}},616.3941;1299.958
31_Player_78,31,78,1,5,,,Let’s start.,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},{{omit}},618.5217;1350.313
31_Toppo_79,31,79,5,1,,,The claim is the idea that you are trying to support or counter.\nThe article claims that humans cannot live on WAT247 because the planet does not have freshwater.\n,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},{{omit}},813.9086;1192.281
31_Toppo_80,31,80,5,1,,,"There is a scientific article that claims WAT247 does not have freshwater. They argue that: “The oceans of WAT247 are three times saltier than those of earth. Based on this finding, human settlers would be unable to consume any of the water on WAT247, making habitation nearly impossible.” It seems that whoever wrote this is forgetting about the plants doing fine.\r\n",False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},{{omit}},814.862;1249.806
31_Toppo_81,31,81,5,1,,,"Within arguments there are: claims, evidence, and reasoning. For now let’s focus on the claim, we will talk about the other parts later.\r\n",False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},{{omit}},818.7397;1299.946
31_Toppo_82,31,82,5,1,,,"Great, let’s begin.",False,Block,Normal,,"SetQuestEntryState(""Defend the Expedition"", 1, ""success"");\nSetQuestEntryState(""Defend the Expedition"", 2, ""active"");",,[],,,[],,23e39e73-776e-4e0b-b03c-a83e8c3a7701,{{omit}},{{omit}},729.1774;1400.782
31_DANI_83,31,83,2,1,,,Click a backing info orb to see an example.,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},{{omit}},724.6953;558.8353
31_DANI_84,31,84,2,1,,,Click outside of backing info image to close it,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},{{omit}},725.9574;624.3693
70_Toppo_7,70,7,5,1,,,"Great!  You chose the main idea that Toppo is trying to support, also known as the claim. Good Job Cadet! ",False,Block,Normal,"Variable[""argClaimID""] == ""I"" and (Variable[""argEvidenceID""] == ""A"")",,,[],,,[],,,{{omit}},{{omit}},677.0596;137.7931
79_DANI_71,79,71,2,1,,,"As in the previous ruin, you may need to find another pad on which to place this powercube.",False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},{{omit}},768.7326;168
79_DANI_72,79,72,2,1,,,What do you believe that pad supplies power to?,False,Block,Normal,,,,[],Plays if the player doesn't interact with anything in the room for a short while.,,[],,{{omit}},{{omit}},{{omit}},759.6064;338.0545
79_DANI_142,79,142,2,1,,,The water flowing into the next room may be able to carry the power cube. Try placing the cube into the canal.,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},{{omit}},765.3766;248.4811
92_Tera_22,92,22,7,1,,,I’m testing out three alien soil types to see which one will help these seedlings grow best. Let’s add water and some of the Hegonian super nutrient.,False,Block,Normal,"(CurrentQuestEntryState(""Desert Delicacies"", 4) == ""active"") and (Variable[""Cameras_Placed""] == 0)",,,[],,,[],,c3a55708-0468-49bb-a06a-45fe87a75a5b,{{omit}},{{omit}},731.9084;350.5819
92_DANI_25,92,25,2,1,,,Each of the soils Tera is testing has a different particle size. The seedling planted in the soil that holds the right amount of water will likely grow best.,False,Block,Normal,,,,[],,,[],,,{{omit}},{{omit}},745.7296;484.7283
92_Tera_26,92,26,7,1,,,"One down, two to go. Can you grab and plant the next seedling, TK?",False,Block,Normal,,"SetQuestEntryState(""Desert Delicacies"", 4, ""success"");\nSetQuestEntryState(""Desert Delicacies"", 5, ""active"")",,[],,,[],,{{omit}},{{omit}},{{omit}},755.042;637.0748
92_Tera_27,92,27,7,1,,,"These mega-turnip seedlings need a moderate amount of water, kinda in the middle. Can you put a camera on the one that’s going to grow best here too?",False,Block,Normal,"CurrentQuestEntryState(""Desert Delicacies"", 6) == ""active"" and Variable[""seedsIncorrectlyPlanted""] < 2",,,[],,,[],,b7f1d6f1-2bde-498d-b5c7-2652bd35a0f7,{{omit}},{{omit}},631.3022;695.2862
92_Tera_28,92,28,7,1,,,"These potato seedlings need a moderate amount of water, kinda in the middle. Can you put a camera on the one that’s going to grow best here too?",False,Block,Normal,"CurrentQuestEntryState(""Desert Delicacies"", 6) == ""active"" and Variable[""seedsIncorrectlyPlanted""] >= 2",,,[],,,[],,638a2b29-e35d-45a8-8fb0-9a5d0ee4a6e7,{{omit}},{{omit}},863.8225;696.0992
92_Tera_29,92,29,7,1,,,"All right, last one.",False,Block,Normal,,"SetQuestEntryState(""Desert Delicacies"", 6, ""success"");\nSetQuestEntryState(""Desert Delicacies"", 7, ""active"")",,[],,,[],,{{omit}},{{omit}},{{omit}},751.8921;800.6644
92_Tera_30,92,30,7,1,,,These superfruit orange seedlings need a TON of water. Last one to record!,False,Block,Normal,"CurrentQuestEntryState(""Desert Delicacies"", 8) == ""active"" and Variable[""seedsIncorrectlyPlanted""] < 2","SetQuestEntryState(""Desert Delicacies"", 8, ""success"");\nSetQuestEntryState(""Desert Delicacies"", 9, ""active"")",,[],,,[],,cac5ba44-5166-42f5-8045-35ae962fe8ba,{{omit}},{{omit}},627.8148;855.0636
92_Tera_31,92,31,7,1,,,These broccoli seedlings need a TON of water. Last one to record!,False,Block,Normal,"CurrentQuestEntryState(""Desert Delicacies"", 8) == ""active"" and Variable[""seedsIncorrectlyPlanted""] >= 2","SetQuestEntryState(""Desert Delicacies"", 8, ""success"");\nSetQuestEntryState(""Desert Delicacies"", 9, ""active"")",,[],,,[],,bb0579ea-f3fa-4801-b969-bcd915f0c63f,{{omit}},{{omit}},869.0428;855.0635
92_Player_33,92,33,1,7,,,I’m all set. Let’s see the results.,False,Block,Normal,,"SetQuestEntryState(""Desert Delicacies"", 9, ""success"");\nSetQuestEntryState(""Desert Delicacies"", 10, ""success"");\nSetQuestEntryState(""Desert Delicacies"", 11, ""active"");\nSetQuestEntryState(""Desert Delicacies"", 13, ""active"");\nSetQuestEntryState(""Desert Delicacies"", 14, ""active"");\nSetQuestEntryState(""Desert Delicacies"", 15, ""active"");",,[],,,[],,c4c6d923-4955-4a2f-9570-6439a2448403,{{omit}},{{omit}},1205.614;210.7018
92_Player_36,92,36,1,7,,,I’m all set. Let’s see the results.,False,Block,Normal,,"SetQuestEntryState(""Desert Delicacies"", 9, ""success"");\nSetQuestEntryState(""Desert Delicacies"", 10, ""success"");\nSetQuestEntryState(""Desert Delicacies"", 11, ""active"");\nSetQuestEntryState(""Desert Delicacies"", 13, ""active"");\nSetQuestEntryState(""Desert Delicacies"", 14, ""active"");\nSetQuestEntryState(""Desert Delicacies"", 15, ""active"");",,[],,,[],,ac437939-cdf8-4bc5-9a3e-061fdfb63773,{{omit}},{{omit}},1210;369.4736
92_DANI_38,92,38,2,1,,,"TK, the super nutrient is already causing the plants to grow at an accelerated rate.",False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},{{omit}},1322.928;464.2105
92_DANI_41,92,41,2,1,,,"TK, let’s return to the others.",False,Block,Normal,,"SetQuestEntryState(""Desert Delicacies"", 11, ""success"");\nSetQuestEntryState(""Desert Delicacies"", 13, ""success"");\nSetQuestEntryState(""Desert Delicacies"", 14, ""success"");\nSetQuestEntryState(""Desert Delicacies"", 15, ""success"");\nSetQuestEntryState(""Desert Delicacies"", 12, ""active"")",,[],,,[],,{{omit}},{{omit}},{{omit}},1333.684;627.3684
92_Tera_61,92,61,7,1,Good,,You chose the best soil for this plant. It received the ideal amount of water.,False,Block,Normal,,"Variable[""Cameras_Checked""] = Variable[""Cameras_Checked""] + 1",,[],,,[],,{{omit}},{{omit}},{{omit}},1763.628;142.6139
92_Tera_62,92,62,7,1,Too Little,,This plant did not get enough water. The water is expected to pass through the soil particles too easily and not pool around it’s roots.,False,Block,Normal,,"Variable[""Cameras_Checked""] = Variable[""Cameras_Checked""] + 1",,[],,,[],,{{omit}},{{omit}},{{omit}},1766.495;199.9095
92_Tera_63,92,63,7,1,Too Much,,This plant got more water than it required. The small soil particles will trap water and hold too much of it near its roots.,False,Block,Normal,,"Variable[""Cameras_Checked""] = Variable[""Cameras_Checked""] + 1",,[],,,[],,{{omit}},{{omit}},{{omit}},1763.25;257.6316
92_Tera_64,92,64,7,1,,,,False,Block,Normal,"Variable[""Cameras_Checked""] >= 3",,,[],,,[],,50dac18b-021c-43ed-a22d-55a6027aa7f2,{{omit}},{{omit}},1977.475;198.4466
92_DANI_65,92,65,2,1,,,,False,Block,Normal,,,,[],,,[],,b052d35d-8fac-43e0-a271-5cb3b8fd5cf8,{{omit}},{{omit}},746.7611;546.8335
98_DANI_37,98,37,2,1,,,[Analysis] I have detected scratch marks on the outside of this water storage pool.,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},{{omit}},108;624
99_Aryn_18,99,18,3,3,,,Do you think it’s the Hegonians stealing water again?,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},{{omit}},286.7342;828
99_Aryn_19,99,19,3,3,,,"No, TK disproved that. But what else could it be?",False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},{{omit}},286.7342;878
99_DANI_20,99,20,2,3,,,"Cadets Aryn, how can we assist with the water?",False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},{{omit}},286.7342;928
99_Aryn_21,99,21,3,1,,,It turns out this big glass dome we’re on is a Hegonian desalinator! This should be able to convert seawater into fresh water!,False,Block,Normal,,"SetQuestEntryState(""Water Problems Require Water Solutions"", 2, ""success"")",,[],,,[],,{{omit}},{{omit}},{{omit}},286.7342;978
104_DANI_27,104,27,2,1,,,,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},{{omit}},1484.941;381.0588
105_Toppo_12,105,12,5,1,,,Being present at both locations does not support his claim that we should move the base to the other location. It’s important that all pieces of evidence in argument support the claim.,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},{{omit}},143.1053;585.9642
105_Player_32,105,32,1,4,,,No feedback--this argument is perfect.,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},{{omit}},1213.031;409.2135
105_DANI_35,105,35,2,1,,,It’s not there yet. Your argument doesn’t have reasoning.,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},{{omit}},1212.246;463.9194
105_DANI_36,105,36,2,1,,,"[Assessment] Evidence does not appear to be the problem with the argument. TK, perhaps something else is wrong?",False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},{{omit}},1421.266;462.8998
105_DANI_37,105,37,2,1,,,"[Assessment] TK is correct. Anderson, your argument is missing reasoning and will therefore not convince Captain Toppo.",False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},{{omit}},1629.893;460.5469
8,6,8,11,Normal,,,,,,,,,,,,,,,,,,
8,11,8,7,Normal,,,,,,,,,,,,,,,,,,
31,68,31,83,Normal,,,,,,,,,,,,,,,,,,
31,83,31,84,Normal,,,,,,,,,,,,,,,,,,
31,84,31,51,Normal,,,,,,,,,,,,,,,,,,
92,25,92,65,Normal,,,,,,,,,,,,,,,,,,
92,61,92,64,Normal,,,,,,,,,,,,,,,,,,
92,62,92,64,Normal,,,,,,,,,,,,,,,,,,
92,63,92,64,Normal,,,,,,,,,,,,,,,,,,
